t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
23.7,0.7705132427757894,-0.6374239897486896,1.0,0.3984049501251915,0.07724470337416942,-0.15465491824848454,-0.9007711184190659,-1.2015159140498273,-1.4523832457988413,0.0,0.03002510025706072,-0.6411904786488426,1.4655383234751795e-07,-2.737677921119123,2.2648041412500977,0.0,-1.1363630931634499,-0.05321260520361193,3.94996535479919e-12,1.9099983046419153,1.9024729052237166,1.7417668821203938,1.7492922815404162,4.269055231182628,5.160401306929688,0.0,9.727127301255285,-8.046979531231452,0.0
23.72,0.7459411454241838,-0.6660118674342498,1.0,0.39738987339546744,0.07153819451796176,-0.15737590242130187,-0.9012193964761996,-1.255402793961035,-1.4060659334849828,0.0,0.0072834398893210995,-0.6418517648637824,1.4655384712736197e-07,-2.650371844259578,2.366378516882453,0.0,-1.1375350713405488,-0.012908227074936995,3.4965086381788524e-12,1.9072312258761648,1.90540572674646,1.7445339608862491,1.746359460017568,4.460518418550374,4.995833229124273,0.0,9.416923782705954,-8.407879136951891,0.0
23.740000000000002,0.7203090248879053,-0.6936533058128066,1.0,0.39637429227234716,0.06573601060232845,-0.1598864123304398,-0.9016665306463288,-1.3075056778078724,-1.3577505245413624,0.0,-0.015467370508853207,-0.6417067063736434,1.4655388755335785e-07,-2.5592994439840995,2.464590139156893,0.0,-1.1372779884281108,0.027412367455648123,4.841960166146464e-12,1.9043619505502678,1.9082386450552125,1.747403236211836,1.743526541709126,4.645642965171085,4.824165798934134,0.0,9.093338300178365,-8.75683068634955,0.0
23.76,0.693653305812805,-0.7203090248879068,1.0,0.3953582080448735,0.0598459114581517,-0.1621830904242237,-0.9021125203619212,-1.3577505245413652,-1.3075056778078695,0.0,-0.038198749578807735,-0.6407554854123262,1.465538759549967e-07,-2.4645901391568876,2.559299443984105,0.0,-1.1355921673974638,0.067698524365567,3.95516952522712e-13,1.9013940832832013,1.9109681012060362,1.7503711034799292,1.740797085557276,4.8241657989341435,4.645642965171074,0.0,8.756830686349529,-9.093338300178385,0.0
23.78,0.6660118674342534,-0.7459411454241806,1.0,0.3943416220027272,0.053875774493987186,-0.16426286512928567,-0.9025573650568973,-1.4060659334849768,-1.255402793961042,0.0,-0.060882140373027985,-0.6389992969782259,1.4655384205503053e-07,-2.366378516882466,2.6503718442595665,0.0,-1.1324797261086081,0.10789963303722283,-5.66352520436908e-12,1.8983313525411991,1.9135906662433575,1.7534338342233293,1.7381745205185564,4.995833229124251,4.460518418550399,0.0,8.407879136951937,-9.416923782705913,0.0
23.8,0.6374239897486879,-0.7705132427757907,1.0,0.39332453543622614,0.04783358416083472,-0.16612295495848006,-0.903001064166631,-1.4523832457988437,-1.201515914049824,0.0,-0.08348904623068568,-0.6364403473339443,1.465538897738039e-07,-2.2648041412500914,2.7376779211191278,0.0,-1.1279445746489063,0.14796518974361517,-6.493069970581189e-12,1.8951776059615069,1.9161030454998438,1.756587580803212,1.735662141261879,5.160401306929697,4.269055231182617,0.0,8.04697953123143,-9.727127301255303,0.0
23.82,0.6079302976946054,-0.7939903986478354,1.0,0.3923069496363239,0.04172742127375031,-0.16776087223083885,-0.9034436171279501,-1.4966366420477224,-1.145921614279217,0.0,-0.10599106657732976,-0.6330818512332038,1.4655384204809163e-07,-2.160011355005607,2.821093607850253,0.0,-1.1219924104461,0.18784486088586627,-5.172945405362839e-12,1.8919368055366907,1.9185020827209398,1.7598283812277236,1.7332631040410877,5.317636172106888,4.07152548273369,0.0,7.6746447272758775,-10.02350803965261,0.0
23.84,0.5775727034222695,-0.8163392507171826,1.0,0.39128886589460715,0.03556545220457107,-0.1691744263985938,-0.9038850233791372,-1.5387632357340584,-1.088698897191239,0.0,-0.12835993260392314,-0.6289280278831334,1.465538404417377e-07,-2.0521490744323834,2.900500366197706,0.0,-1.1146307110671925,0.22748854653136252,-3.2161773244610004e-12,1.8886130226113085,1.9207847640498545,1.7631521641526544,1.7309804227126244,5.467314385308731,3.8682098737847217,0.0,7.29140383321535,-10.305644824651022,0.0
23.86,0.546394346734273,-0.8375280400421391,1.0,0.39027028550329473,0.029355917960228323,-0.17036172697681015,-0.9043252823599305,-1.5787031626631054,-1.0299290793980318,0.0,-0.1505675427804298,-0.6239840956438225,1.4655383955702872e-07,-1.9413705777332133,2.9757853548128304,0.0,-1.1058687248572756,0.26684644318146766,2.2228746621166806e-12,1.8852104327812897,1.9229482218042673,1.7665547539814186,1.7288169649594665,5.60922324560405,3.659397326941221,0.0,6.8978014553308,-10.573136724440868,0.0
23.88,0.5144395337815064,-0.8575266561936523,1.0,0.38925120975523597,0.02310712316123615,-0.17132118607171828,-0.9047643935115244,-1.616399666013239,-0.9696956760264832,0.0,-0.17258599815904185,-0.6182562654717932,1.4655389347223435e-07,-1.8278332872135525,3.046841589607312,0.0,-1.0957174593088619,0.3058691063509089,6.219330606072049e-12,1.8817333106479002,1.924989738077566,1.7700318761138858,1.7267754486870899,5.743161092737307,3.445384576258187,0.0,6.494396924138582,-10.825603618395752,0.0
23.900000000000002,0.48175367410171105,-0.8763066800438659,1.0,0.38823163994390913,0.01682742493510999,-0.17205152050435968,-0.9052023562765698,-1.6517991769904823,-0.9080842820386961,0.0,-0.19438763742295928,-0.6117517331176827,1.4655389475246028e-07,-1.7116985455758775,3.1135680957833793,0.0,-1.0841896672475175,0.3445075126732089,3.6963487826113806e-12,1.8781860244485145,1.9269067481544033,1.773579162313854,1.7248584386096708,5.868937593698775,3.2264757455649065,0.0,6.081763499551417,-11.062686737244618,0.0
23.92,0.44838321609003007,-0.8938414241512649,1.0,0.3872115773634194,0.010525221739556057,-0.1725517535267087,-0.9056391700991757,-1.6848513909527112,-0.8451824505968419,0.0,-0.21594507163719484,-0.6044786700876886,1.465538877858108e-07,-1.593131386642834,3.1758700513245492,0.0,-1.071299830798722,0.3827131215211943,8.923417560424696e-13,1.8745730305643589,1.9286968437355512,1.7771921561986563,1.7230683430278755,5.986374013198226,3.0029819162882685,0.0,5.660487556244534,-11.284049172902638,0.0
23.94,0.41437558099328403,-0.9101059706849958,1.0,0.38619102330849725,0.004208942130385966,-0.17282121612797408,-0.9060748344249093,-1.7155093388953142,-0.781079568645302,0.0,-0.23723121865601943,-0.5964462133755555,1.465538889897089e-07,-1.4723003008350992,3.2336589217429212,0.0,-1.0570641431855903,0.4204379360241317,-4.716366186485743e-12,1.8708988679211667,1.9303577759630446,1.7808663188431428,1.721407410799088,6.095303467657592,2.775220685388954,0.0,5.231167750385021,-11.48937635723609,0.0
23.96,0.37977909552180317,-0.9250772068344572,1.0,0.38516997907449707,-0.002112966510815932,-0.17285954792933197,-0.9065093487007967,-1.7437294541966977,-0.7158667298869639,0.0,-0.25821933714635326,-0.5876644539860787,1.465538944887823e-07,-1.3493769957373407,3.286852585891491,0.0,-1.0415004883948364,0.4576345632990253,-5.231579058850855e-12,1.8671681522901296,1.9318874582435546,1.7845970344742987,1.7198777285184592,6.195571162361594,2.543515714038897,0.0,4.794414168908878,-11.678376509080774,0.0
23.98,0.34464292317451467,-0.938733857653875,1.0,0.3841484459573952,-0.008432049274208632,-0.1726666976658967,-0.9069427123753239,-1.7694716345288521,-0.6496366053340601,0.0,-0.2788830601818762,-0.5781444242565699,1.4655383185832593e-07,-1.224536152092297,3.335375452662819,0.0,-1.0246284187204746,0.4942562740185008,-4.032538192255686e-12,1.8633855704904194,1.9332839688700707,1.7883796162737322,1.7184812178922197,6.287034611429546,2.308196267680964,0.0,4.350847462553938,-11.850781048879094,0.0
24.0,0.30901699437494723,-0.9510565162951536,1.0,0.38312642525378926,-0.014739855029271706,-0.17224292325528184,-0.9073749248984367,-1.7926992988449337,-0.5824833116176396,0.0,-0.2991964283670047,-0.5678980839970197,1.4655384432751828e-07,-1.0979551755699783,3.3791585684080903,0.0,-1.006469130201637,0.5302570610611901,-6.1787380767341915e-12,1.8595558745040661,1.934545553433422,1.7922093122605811,1.7172196333283731,6.369563840295515,2.0695967481249213,0.0,3.901097963881547,-12.006344980346148,0.0
24.02,0.2729519355173273,-0.9620276715860853,1.0,0.3821039182608947,-0.021027947727339957,-0.17158879145266198,-0.9078059857215431,-1.8133794393629639,-0.5145022772426103,0.0,-0.31913392245027206,-0.5569383054673712,1.4655383993866788e-07,-0.9698139446643622,3.418139714924079,0.0,-0.9870454359271252,0.5655916974932063,4.288236432614667e-12,1.855683875485768,1.935670627037129,1.796081311276463,1.7160945597270818,6.443041570409398,1.828056218343899,0.0,3.445804791538999,-12.144847238623084,0.0
24.04,0.23649899702372906,-0.9716317329146729,1.0,0.3810809262765452,-0.027287917683956005,-0.17070517709279498,-0.9082358942975121,-1.8314826684716738,-0.44579010697866095,0.0,-0.3386704953820474,-0.5452788572034022,1.4655385226214346e-07,-0.8402945550763016,3.452263497868585,0.0,-0.9663817374851669,0.600215793117187,3.3258118481427346e-12,1.8517744377525103,1.9366577762701953,1.799990749009943,1.7151074104937936,6.507363385896089,1.5839179206475278,0.0,2.9856149420372966,-12.266091004422213,0.0
24.060000000000002,0.19970998051440675,-0.979855052384247,1.0,0.3800574505991891,-0.03351139282596998,-0.16959326192001967,-0.9086646500806753,-1.8469832604919154,-0.3764444445795726,0.0,-0.35778160378189344,-0.5329343867218853,1.4655388384451906e-07,-0.7095810609455252,3.481481425478835,0.0,-0.9445039942197808,0.6340858504636948,-9.506284648352903e-14,1.8478324726420436,1.9375057610008128,1.8039327141211994,1.7142594257623864,6.5624378819361775,1.337528788915748,0.0,2.52118237033354,-12.369903983718034,0.0
24.080000000000002,0.16263716519487864,-0.9866859442078689,1.0,0.37903349252788937,-0.0396900498883325,-0.1682545330077931,-0.9090922525268278,-1.8598591882342497,-0.3065638340261402,0.0,-0.37644323877124647,-0.5199204021182293,1.4655388710926864e-07,-0.5778592132997056,3.505751977480917,0.0,-0.9214396907098632,0.6671593192357661,-1.43982048506075e-13,1.8438629323676665,1.938213515922422,1.8079022543955876,1.7135516708407659,6.608186794657163,1.0892389555869193,0.0,2.0531670605254106,-12.456138652586416,0.0
24.1,0.1253332335643016,-0.9921147013144782,1.0,0.3780090533623212,-0.04581562554561763,-0.16669078076988122,-0.9095187010932282,-1.870092154300798,-0.23624757948975814,0.0,-0.3946319561354294,-0.5062532525842165,1.465538754831519e-07,-0.44531619609203693,3.525040664092378,0.0,-0.897217802162753,0.6993946499201931,1.942890293094024e-14,1.8398708037809728,1.938780151896891,1.811894382982244,1.7129850348663347,6.64454511235074,0.839401254100377,0.0,1.582234087977482,-12.524672466844232,0.0
24.12,0.08785119655074285,-0.9961336091431725,1.0,0.37698413440277007,-0.051879927463382436,-0.1649040965658617,-0.9099439952386,-1.8776676170868463,-0.16559560421573202,0.0,-0.4123249057759568,-0.49195010786857823,1.4655389966519716e-07,-0.31214036020254404,3.539320075034093,0.0,-0.8718687579824136,0.7307513460199089,-3.420180805235873e-12,1.8358611021013738,1.939204957072744,1.8159040846626369,1.712560229689688,6.67146116785799,0.5883707175007105,0.0,1.1090526742125526,-12.575408036191345,0.0
24.14,0.05024431817977157,-0.9987369566060174,1.0,0.37595873695013055,-0.057874845254577534,-0.16289686990414382,-0.9103681344231319,-1.8825748114452552,-0.09470830852691907,0.0,-0.4294998604172661,-0.4770289367078348,1.4655384388342907e-07,-0.1785209557812507,3.5485699184817623,0.0,-0.8454244036622371,0.761190014744817,-2.524716546936645e-12,1.8318388646357027,1.9394873977763771,1.8199263221281008,1.7122777889862615,6.688896711991221,0.3365040739165233,0.0,0.6342952359115118,-12.608273262607526,0.0
24.16,0.01256603988335697,-0.9999210442038161,1.0,0.3749328623059047,-0.06379236132636626,-0.1606717852462441,-0.9107911181084786,-1.884806763984326,-0.02368642714936236,0.0,-0.4461352435293851,-0.4615084842514133,1.4655383366243835e-07,-0.044647863313335964,3.5527770499017057,0.0,-0.8179179606836395,0.7906724166453438,-5.19376208707456e-13,1.8278091444356412,1.9396271191834658,1.8239560423276993,1.7121380675796352,6.69682696788817,0.0841592396301945,0.0,0.15863642937235323,-12.62322144280769,0.0
24.18,-0.025130095443337875,-0.9996841892832999,1.0,0.37390651177219997,-0.06962456160284061,-0.15823181841659126,-0.9112129457577612,-1.88436030297737,0.04736911393728036,0.0,-0.46221015643491287,-0.44540824851341404,1.4655384168726915e-07,0.08928867621145072,3.5519354907299654,0.0,-0.7893839847385509,0.819161513678851,2.7210872444172196e-12,1.8237770039431125,1.9396239457653068,1.8279881828194797,1.7121412409985424,6.695240666221269,-0.16830518954079077,0.0,-0.31724780821343157,-12.620231334609823,0.0
24.2,-0.06279051952931143,-0.9980267284282717,1.0,0.3728796866517283,-0.07536364610928856,-0.15558023262266568,-0.9116336168355684,-1.8812360628699083,0.11835734092102274,0.0,-0.47770440456269253,-0.42874845587683624,1.465538544305478e-07,0.22309833164154458,3.546046436868174,0.0,-0.7598583225177646,0.8466215155283452,5.50566536805519e-12,1.819747508660131,1.9394778815079339,1.8320176781018198,1.7122873052565581,6.68414006121199,-0.4205304478279294,0.0,-0.7926812193042293,-12.59930718712129,0.0
24.22,-0.10036171485121062,-0.9949510169813006,1.0,0.37185238824780376,-0.0810019394038735,-0.15272057409078868,-0.9120531308079567,-1.8754384833780886,0.18917737564694215,0.0,-0.4925985228189215,-0.41155003568458554,1.4655383864109472e-07,0.35659095213469805,3.535118256984112,0.0,-0.7293780664681837,0.8730179247952163,5.3094681429222135e-12,1.8157257207539266,1.9391891099086924,1.8360394660080692,1.712576076855754,6.663540927427464,-0.6721581093377742,0.0,-1.266988187007814,-12.560478734700622,0.0
24.240000000000002,-0.13779029068463852,-0.9904614256966512,1.0,0.3708246178643408,-0.08653190084275371,-0.14965666732340627,-0.9124714871424513,-1.8669758031796033,0.2597285789705175,0.0,-0.5068738000399564,-0.39383459394576126,1.4655388716824924e-07,0.4895768373726565,3.519166480619367,0.0,-0.6979815082432395,0.898317580260849,4.299685607556114e-12,1.8117166927057047,1.9387579937443944,1.8400484940565243,1.713007193019819,6.633472537363951,-0.9228305973945975,0.0,-1.7394946951696486,-12.50380115470334,0.0
24.26,-0.1750230589752742,-0.9845643345292057,1.0,0.3697963768058537,-0.09194613466492356,-0.14639260998420853,-0.9128886853080468,-1.8558600482060856,0.3299106937713207,0.0,-0.5205123024992038,-0.3756243861927212,1.4655387726644764e-07,0.6218670071356158,3.498213776121023,0.0,-0.6657080907699786,0.922488698433771,-3.0964814046186007e-13,1.8077254609845566,1.9381850746186384,1.844039725778736,1.7135801121445111,6.593977619849048,-1.1721916926762732,0.0,-2.209529286186459,-12.429354989071967,0.0
24.28,-0.21200710992205746,-0.9772681235681928,1.0,0.3687676663774533,-0.09723739988329894,-0.14293276741791672,-0.9133047247752081,-1.84210701455359,0.39962398742396366,0.0,-0.5334968964356379,-0.356942289521153,1.4655388551505777e-07,0.7532734698536304,3.472289918428671,0.0,-0.6325983583580941,0.9455009137261494,-1.9975340825872934e-12,1.8037570396770837,1.9374710722765667,1.848008147086598,1.7142941144861936,6.545112299321649,-1.4198870394217546,0.0,-2.676424015184847,-12.337246029881454,0.0
24.3,-0.2486898871648553,-0.968583161128631,1.0,0.36773848788484703,-0.10239861996879272,-0.13928176681208354,-0.9137196050158699,-1.8257362460354916,0.4687693935235104,0.0,-0.5458112695813514,-0.33781177385203165,1.4655384362842472e-07,0.8836094897527218,3.4414317467626243,0.0,-0.5986939061389696,0.967325316326656,-3.997149833345759e-12,1.7998164142363817,1.9366168837054583,1.851948772527762,1.7151483030568404,6.48694601607609,-1.6655646489896259,0.0,-3.1395153992068026,-12.227605169002933,0.0
24.32,-0.2850192624699744,-0.9585217890173764,1.0,0.36670884263433584,-0.10742289231445998,-0.1354444910086962,-0.9141333255034394,-1.8067710064096412,0.5372486526643515,0.0,-0.5574399516511969,-0.3182568724445255,1.4655384004795546e-07,1.0126898522168046,3.4056831122733393,0.0,-0.5640373275139332,0.9879344887311403,-3.0836444508963723e-12,1.7959085351810895,1.9356235820037613,1.8558566515828432,1.716141604758748,6.4195614275836475,-1.908875400053548,0.0,-3.598145360055902,-12.100588212099115,0.0
24.34,-0.32094360980720554,-0.9470983049947456,1.0,0.3656787319328133,-0.11230349746702853,-0.1314260719738742,-0.914545885712795,-1.7852382463193028,0.6049644520721436,0.0,-0.5683683337795005,-0.2983021517048957,1.4655383800792066e-07,1.1403311269876923,3.3650948157265486,0.0,-0.5286721607849376,1.007302540085686,-6.262872165319067e-12,1.7920383118951138,1.9344924150337854,1.8597268748695526,1.71727277172799,6.343054291031774,-2.149473534722582,0.0,-4.051662159462089,-11.95637565721598,0.0
24.36,-0.35641187871325125,-0.9343289424566118,1.0,0.36464815708776327,-0.11703390811348634,-0.12723188393438528,-0.9149572851202886,-1.7611685649948072,0.6718205638906118,0.0,-0.5785826868729423,-0.27797268032410827,1.465538916351622e-07,1.266351928829579,3.3197245353125786,0.0,-0.49264283445483725,1.025405138719676,3.6593991725730746e-12,1.7882106064553656,1.9332248038582713,1.863554580307011,1.7185403829057944,6.257533327247872,-2.387017149882162,0.0,-4.499421325237588,-11.795172438285126,0.0
24.38,-0.3913736668372008,-0.920231847365871,1.0,0.36361711940726005,-0.12160779781069518,-0.12286753619016674,-0.9153675232037444,-1.7345961667703906,0.7377219819265496,0.0,-0.5880701788561251,-0.25729399778365813,1.465538340943845e-07,1.3905731752872903,3.2696367446825247,0.0,-0.45599461146647036,1.0422195426905423,3.75550285314219e-12,1.7844302275364536,1.9318223409498954,1.8673349592259005,1.7199428458141925,6.163120066201119,-2.6211686830569496,0.0,-4.940786567106808,-11.617207633901566,0.0
24.400000000000002,-0.4257792915650754,-0.9048270524660182,1.0,0.362585620199964,-0.12601904944637105,-0.11833886561245184,-0.9157765994424615,-1.7055588124779295,0.8025750566589044,0.0,-0.5968188907957566,-0.23629208227253265,1.465538896471691e-07,1.5128183411724156,3.214902621327597,0.0,-0.4187735320905106,1.0577246284699775,2.8258645423662188e-12,1.7807019243355224,1.9302867881895818,1.871063262427047,1.7214783985742914,6.059948674301608,-2.851595392105895,0.0,-5.375130680910231,-11.422734141790283,0.0
24.42,-0.4595798606214884,-0.8881364488135443,1.0,0.3615536607751221,-0.13026176342009294,-0.11365192883755466,-0.9161845133172133,-1.6740977657867748,0.8662876283197735,0.0,-0.604817831871118,-0.21499331804987093,1.4655388841204597e-07,1.6329137094150754,3.155599945432091,0.0,-0.38102635648725736,1.0719009173038252,6.054184931159057e-13,1.777030380651551,1.9286200746641775,1.8747348061115303,1.7231451120991832,5.9481657637426855,-3.0779698280666756,0.0,-5.801836439895184,-11.212028319425006,0.0
24.44,-0.4927273415482901,-0.8701837546695265,1.0,0.36052124244256517,-0.13433026553342417,-0.10881299416672904,-0.9165912643102487,-1.6402577345657803,0.9287691578585623,0.0,-0.612056953182608,-0.19342446229958044,1.465538807289557e-07,1.750688617925543,3.091812989343415,0.0,-0.34280050558488373,1.0847305998382766,-5.5485130379118175e-12,1.7734202089626985,1.9268242942280578,1.8783449778018024,1.724940892533883,5.8279301841568625,-3.2999703004788925,0.0,-6.220297471829395,-10.985389591308845,0.0
24.46,-0.5251746299612983,-0.8509944817946903,1.0,0.3594883665127062,-0.13821911457857303,-0.10382853318295576,-0.9169968519052927,-1.604086807350991,0.9899308556028916,0.0,-0.6185271603769696,-0.17161261151609228,1.465538852739312e-07,1.8659757021143415,3.0236323978165074,0.0,-0.304144001685247,1.0961975584237253,-3.684205718279543e-12,1.7698759446474233,1.9249017028823845,1.881889242116648,1.7268634838799861,5.699412796881858,-3.517281334523683,0.0,-6.6299191206888635,-10.74314002347582,0.0
24.48,-0.5568756164881886,-0.8305958991958122,1.0,0.3584550342965399,-0.141923109615453,-0.09870521209586126,-0.9174012755875465,-1.5656363850092232,1.0496858074335482,0.0,-0.6242203250697448,-0.14958516746281075,1.4655384193359988e-07,1.9786111327264233,2.951155059202714,0.0,-0.2651054082213,1.1062873873407346,-6.275015229650904e-12,1.7664020402990002,1.9228547159410014,1.8853631464656686,1.7289104708207716,5.562796232157358,-3.7295941193305864,0.0,-7.030119291696399,-10.485623865817521,0.0
24.5,-0.5877852522924718,-0.8090169943749483,1.0,0.3574212471056393,-0.14543729692741528,-0.09344988282633476,-0.9178045348436892,-1.5249611076945797,1.1079490982942715,0.0,-0.6291292950600581,-0.12736980274888315,1.4655384781951664e-07,2.088434848651631,2.874483967766067,0.0,-0.2257337684546612,1.1149874109751476,-6.086797732507421e-12,1.7630028601005103,1.9206859049859737,1.8887623266641151,1.731079281775843,5.41827462959731,-3.9366069468149254,0.0,-7.420329278510589,-10.21320706288492,0.0
24.52,-0.6178596130903312,-0.7862884321366214,1.0,0.35638700625215486,-0.14875697664633808,-0.08806957384278458,-0.9182066291618776,-1.4821187772018278,1.16463793286065,0.0,-0.6332479033134476,-0.10499442606390932,1.4655385266806875e-07,2.1952907843802123,2.7937280773228497,0.0,-0.186078544138224,1.1222866996747487,5.304090500146685e-12,1.7596826743685459,1.918397994649465,1.892082512393451,1.7333671921149802,5.266053362307002,-4.13802564042135,0.0,-7.799994571388346,-9.926276733861304,0.0
24.54,-0.6470559615694395,-0.762442511011452,1.0,0.35535231304881376,-0.15187770903822312,-0.08257148076127552,-0.9186075580317468,-1.4371702748268795,1.2196717531968182,0.0,-0.6365709757095851,-0.0824871471170994,1.4655384849432407e-07,2.2990270917804643,2.7090021464122493,0.0,-0.14618955333424166,1.1281760834868397,4.521903684828743e-12,1.756445654188686,1.9159938591844055,1.8953195325734915,1.7357713275798592,5.106348745036622,-4.333563973164848,0.0,-8.168575645173648,-9.625240622444707,0.0
24.560000000000002,-0.6753328081210286,-0.7375131173581702,1.0,0.35431716880891606,-0.15479532044088934,-0.07696295672212213,-0.9190073209444118,-1.3901794748511205,1.2729723532327133,0.0,-0.6390943375436098,-0.059876241323789346,1.465538841064623e-07,2.399496355883282,2.620426575218158,0.0,-0.10611690760757853,1.1326481637186434,4.705610900934687e-12,1.7532958661490659,1.9134765188487135,1.8984693206130692,1.7382886679155933,4.939387726786096,-4.522944074375039,0.0,-8.525548725992467,-9.310526517421673,0.0
24.580000000000002,-0.7026499697988515,-0.7115356772092831,1.0,0.35328157484633577,-0.15750590884581706,-0.07125150255582002,-0.9194059173924671,-1.3412131537726333,1.324463989899097,0.0,-0.6408148187697883,-0.037190114283462014,1.4655389024911814e-07,2.4965558043667375,2.5281272344740615,0.0,-0.06591094954534471,1.135697322170471,6.946526687201526e-12,1.7502372672750726,1.9108491361345363,1.9015279194865455,1.7409160506302876,4.765407568298396,-4.7058968245653,0.0,-8.870406535563529,-8.982581644756465,0.0
24.6,-0.7289686274214121,-0.6845471059286881,1.0,0.3522455324755166,-0.16000584911669438,-0.0654447567514349,-0.9198033468699878,-1.2903408954130322,1.374073490762726,0.0,-0.6417302579841826,-0.014457266094468754,1.465538804930333e-07,2.590067510443597,2.4322352865936345,0.0,-0.025622188959195658,1.1373197282583334,2.1092502744401997e-12,1.7472737000143028,1.9081150117609353,1.904491486748432,1.7436501750027724,4.584655504898656,-4.8821622378667255,0.0,-9.202659012069365,-8.641872032057773,0.0
24.62,-0.7542513807361029,-0.6565857557529575,1.0,0.35120904301147177,-0.1622917978376638,-0.059550485240909,-0.9201996088725302,-1.2376349920351162,1.4217303580082992,0.0,-0.6418395051397616,0.008293744450080173,1.4655389732332047e-07,2.6798985888626756,2.33288699928191,0.0,0.014698760237796815,1.1375133437901466,-3.725665609355389e-12,1.7444088874324197,1.9052775805510695,1.907356299331661,1.7464876062112917,4.397388395159511,-5.051489831481981,0.0,-9.5218340065604,-8.288881846328477,0.0
24.64,-0.778462301567021,-0.6276913612907035,1.0,0.3501721077697816,-0.16436069778480178,-0.05357657101291487,-0.9205947028971325,-1.1831703416115904,1.4673668686197332,0.0,-0.6411424229923778,0.031034335740088133,1.4655384581938047e-07,2.765921384746088,2.230223551891379,0.0,0.05500124364753445,1.13627792553202,6.205105873569039e-12,1.7416464285338649,1.9023404071147698,1.9101187582279238,1.7494247796498834,4.203872355890934,-5.213638981635131,0.0,-9.827477953904578,-7.924112705937705,0.0
24.66,-0.8015669848708771,-0.5979049830575182,1.0,0.3491347280665932,-0.1662097820148455,-0.04753100357015836,-0.9209886284423153,-1.1270243413909373,1.510918170618281,0.0,-0.6396398872705256,0.05373593925489662,1.4655384728001764e-07,2.848013654993833,2.1243908347983864,0.0,0.09523463021191558,1.1336150255105752,-4.996697500203595e-12,1.7389897937347745,1.8993071813493962,1.9127753930295994,1.752458005412672,4.004382383973659,-5.368379265511225,0.0,-10.1191565173283,-7.548082967793617,0.0
24.68,-0.8235325976284267,-0.5672689491267576,1.0,0.34809690521861664,-0.1678365775656963,-0.041421868244236146,-0.9213813850080825,-1.0692767779117343,1.5523223752207107,0.0,-0.6373337855787946,0.07637003545348058,1.4655383579267878e-07,2.9260587419978656,2.0155392420850013,0.0,0.13534837554129986,1.129527989070847,2.7131075164277263e-12,1.7364423205072572,1.8961817138395631,1.9153228662553377,1.7555834729242838,3.7992019655737077,-5.515490788699612,0.0,-10.396455205632526,-7.161326990730157,0.0
24.7,-0.8443279255020131,-0.5358267949789998,1.0,0.3470586405431255,-0.16923890876375755,-0.035257335382320114,-0.9217729720959216,-1.010009713621554,1.5915206447867007,0.0,-0.6342270150229352,0.09890818960266609,1.4655383526011867e-07,2.999945739419034,1.903823457820683,0.0,0.1752920855869755,1.1240219506696651,2.0403817524439205e-12,1.7340072091911591,1.8929679310407295,1.9177579775715912,1.7587972557229625,3.588622673292825,-5.654764497676102,0.0,-10.658979962207772,-6.764394376153502,0.0
24.72,-0.8639234171928323,-0.5036232016357661,1.0,0.3460199353579535,-0.17041490013367494,-0.029045649420153453,-0.9221633892088044,-0.9493073702617764,1.6284572764303151,0.0,-0.6303234785728442,0.12132208749933128,1.4655384087194911e-07,3.0695696497909926,1.7894022362478255,0.0,0.21501557991777664,1.1171038274260567,2.8945595920149003e-12,1.7316875189637297,1.8896698703608652,1.9200776677988238,1.7620953164030237,3.3729437518279894,-5.786002476879346,0.0,-10.906357725009899,-6.357849187028644,0.0
24.740000000000002,-0.8822912264349526,-0.47070393216533374,1.0,0.34498079098149337,-0.1713629789065947,-0.022795117855954082,-0.9225526358511879,-0.8872560091838645,1.6630797811768654,0.0,-0.62562808015852,0.1435835710408847,1.4655388007323022e-07,3.1348315337273767,1.672438176183256,0.0,0.25446895477778675,1.1087823104235561,4.630150429729696e-12,1.7294861640012928,1.8862916750810712,1.9222790227608595,1.765473511683218,3.1524716927282577,-5.90901822995973,0.0,-11.13823695670179,-5.942269146314924,0.0
24.76,-0.8994052515663725,-0.4371157666509298,1.0,0.34394120873269585,-0.17208187712358156,-0.016514100139984257,-0.9229407115290144,-0.8239438087672989,1.6953389585525973,0.0,-0.6201467185082852,0.16566467359936576,1.465538899576846e-07,3.1956386505200465,1.5530974899564838,0.0,0.2936026457083907,1.0990678538135956,-4.1858877475320355e-13,1.7274059098213093,1.8828375891574278,1.924359276942009,1.7689275976056966,2.927519798853622,-6.023636944800827,0.0,-11.354288144207006,-5.518244815990325,0.0
24.78,-0.915241172620918,-0.4029064357136617,1.0,0.3429011899310674,-0.17257063333138528,-0.010210996494633681,-0.9233276157497128,-0.7594607391132527,1.72518896650127,0.0,-0.6138862797405265,0.18753765515595378,1.4655388960206628e-07,3.2519045899287344,1.4315497672128414,0.0,0.3323674898619844,1.0879726616676215,-4.737182868197465e-12,1.7254493698032491,1.879311951887622,1.9263158169610646,1.772453234874506,2.698407739154425,-6.129695741937025,0.0,-11.554204266965996,-5.08637875783043,0.0
